,Date,Content
1194,2022-04-06 05:54:08+00:00,jadwal livestream malam ini gmt freetalk shizumimizuki 
1195,2022-04-06 05:46:55+00:00,selamat siang bagaimana kabarnya sekarang coco sedang main valorant semoga bisa menemani kegiatan mu di siang ini 
1196,2022-04-06 05:16:19+00:00,halo semua aku natsuminie irvetta your kawaii mermaid aku ingin mengundang kalian untuk datang ke redebut stream ak 
1197,2022-04-06 04:53:01+00:00, game stream halo siang semuanya yang puasa harus tetap kuat ya malam ini vira main game unpacking di tung 
1198,2022-04-06 04:30:16+00:00,yuk ngobrol bareng sama aku streaming and chill kamis april wib gmt waiting room 
1199,2022-04-06 04:14:36+00:00,review untuk spring anime telah selesai my top must watch list spy family summer time render to 
1200,2022-04-06 03:49:20+00:00,yuk mampir katanya dotaan sampe jam nih jangan lupa di follow ya gais udah swag banget soal nya 
1201,2022-04-06 03:11:00+00:00,malam ini ngobrolin banyak macam tentang mcu marvel cinematic universe bersama 
1202,2022-04-06 03:04:44+00:00,terima kasih orang baik ayok bareng bareng menjadi lebih baik lagi i love you ramadachi vtuber 
1203,2022-04-06 02:38:12+00:00,pendaftaran kami masih dibuka sampai tanggal april ayo buruan daftar jangan sampai menyesal informasi au 
1204,2022-04-06 02:09:40+00:00, qualifying ingin menempuh jalan yang lebih serius champions maksudnya v vtuber indon 
1205,2022-04-06 02:04:34+00:00,morning nice day play rpg ain t it tanggal bakal main chrono cross nih sesuai diperkirakan karena sudah beli 
1206,2022-04-06 01:32:49+00:00,good morning gambaran sederhana riana mwehehehe walaupun banyak kesalahan di layer tapi riana udah berusah 
1207,2022-04-06 01:00:01+00:00,akhirnya bisa sambung begal jombl zombie lagi gaming isa lanjut main timpuk oi id crabu april 
1208,2022-04-05 23:45:19+00:00,kyubi bukan lalet lagi gaesss ada yang bisa tebak ga jadi apa special aju baru kyubi ap 
1209,2022-04-05 23:20:16+00:00,omg sorry guys lupa buat waiting roomnya untuk hari ini huhuhu nyambi ngabuburit tanggal april jam 
1210,2022-04-05 20:32:05+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem 
1211,2022-04-05 17:17:15+00:00,gotta go fast laaaa menuju sonic hedgehog movie rilis mainin sonic generations aja dlu selasa april j 
1212,2022-04-05 17:03:03+00:00,otra sankyu sudah mampir sankyu sudah temani chat sankyu juga udah like sankyu semua hidrora 
1213,2022-04-05 16:54:09+00:00,mencoba stream dsni reality vtuberid pngtuber 
1214,2022-04-05 16:25:24+00:00,yacharoo minna ngebolang bareng membership tawuran lawan serangga sekalian sahur yuk rabu april 
1215,2022-04-05 15:53:38+00:00,ape dicarry dua pituber cewe ardha vtuber vtuberid vtuberindonesia 
1216,2022-04-05 15:20:43+00:00,selamat malam selamat beristirahat sekarang coco sedang main the outer worlds semoga bisa menemani waktu tidur ka 
1217,2022-04-05 14:37:58+00:00,alarm sahur buat kamu cek disini alarmsahur keitakeiko vtuberid 
1218,2022-04-05 14:10:11+00:00,what english caption should i put here kanjeng mai wkwkwkkwkwkwkw thanks man lt lt fellow vtuber 
1219,2022-04-05 14:03:34+00:00,assalamualaikum wr wb yuk cek update konten terbaru hidayat hehee link on bio vtuber 
1220,2022-04-05 13:57:26+00:00,gas valo yok setelah tarwih zelin von vihlock okie collabkawan apeegends 
1221,2022-04-05 13:43:27+00:00,akan mengguerilla stream sebentar lagi untuk test seberapa parah saya buta nada hiks 
1222,2022-04-05 13:38:44+00:00,hewloo guys jadi di video kali ini rika akan menjawab pertanyaan dari kalian thanks for subscriber 
1223,2022-04-05 13:25:35+00:00,terima kasih atas inspirasi dan kesempatannya hari ini amp sukes terus waroeng nya bun 
1224,2022-04-05 13:11:31+00:00,selamat malam bagaimana keadaan mu sekarang coco sedang main ape legends semoga bisa menemani kegiatan mu di mal 
1225,2022-04-05 13:05:48+00:00,lupa post w makasih yg uda dukung dan bantu yuki dibulan maret buat cepet punya ld w vtuberid vtuber 
1226,2022-04-05 12:18:26+00:00, mau ingetin t shirt untuk masih dijual tanggal bakal tutup pr 
1227,2022-04-05 12:17:13+00:00,today stream little nightmares ii 
1228,2022-04-05 12:15:06+00:00,today stream freetalk minecraft 
1229,2022-04-05 11:57:30+00:00,live santuy main storyofseason friendsofmineraltown gt w gt dah lama ga lanjutin jadi kangen w mari saksikan ubur 
1230,2022-04-05 11:42:14+00:00, model reveal time halo nightowls violetta lupin disini dan aku seneng banget untuk bisa nge reveal mode 
1231,2022-04-05 11:24:41+00:00,siapa sangka jika telah hadir vtuberyang pindah ke versi png karena tidak kuat mesinnya pngtuber 
1232,2022-04-05 11:01:03+00:00,bentar lg buka puasa yeeey w berbukalah dengan yg manis dan menyegarkan seperti wjelly drink w or maybe 
1233,2022-04-05 11:00:22+00:00,anjay aku bisa joged vtuberid envtuber vtuberen vtuberuprising 
1234,2022-04-05 10:37:56+00:00,cat mario ni game keknya ez vtuber indonesia general nagatakouuta fanart kouutarts streams 
1235,2022-04-05 10:34:32+00:00, indonesia only gibewey still openn sini join satu email satu entry vtuberid idvtuber vtuberindo 
1236,2022-04-05 10:25:04+00:00,alhamdulillah otra sankyu yang sudah mampir sankyu juga sudah like selesai juga juz ke semoga puasa kit 
1237,2022-04-05 10:14:48+00:00,saatnya maha fanart of the week sambil ngabuburit teman teman ini adalah fanart keren dari dan 
1238,2022-04-05 09:53:38+00:00,donathon mimpi apa kalian tadi episode vtuber vtuberid vtuberindonesia 
1239,2022-04-05 09:48:11+00:00,selamat sore gimana kabarnya sekarang coco sedang main call of duty mobile semoga bisa menemani ngabuburit kamu 
1240,2022-04-05 09:46:53+00:00,new clip sebuah perbedaan di youtube dan di real life tapi gak begitu juga kelakuan anehnya 
1241,2022-04-05 09:35:22+00:00,udah sebulan ternyata jadi vdj kemunculan pertama maret di freetalk lalu dugem online pertama 
1242,2022-04-05 09:05:00+00:00,part lanjutan review masih banyak anime yang mau kubahas belum sempat tadi pagi abu april w 
1243,2022-04-05 09:01:38+00:00, ales of berseria ngabuburit meet mbak velvet versi halal tentunya room via 
1244,2022-04-05 08:57:13+00:00,thr dulu yah vtuber vtuberid vtuberuprising twitchclips twitchstreamers twitch 
1245,2022-04-05 08:51:57+00:00,assalamu alaikum sekilas tentang azzra salam kenal semuanya azzramadhania vtuber vtuberid 
1246,2022-04-05 08:17:34+00:00,weekly schedule buat apr ya redoers feedback live diskusi bareng sahur stream setiap jam wib dan 
1247,2022-04-05 08:04:40+00:00,definisi ga pernah main tapi nekad main onstream minecraft solo stream wib gmt 
1248,2022-04-05 07:47:56+00:00,hello travelers haruna akan melanjutkan story di game visage sambil nungguin buka puasa yuk temenin haruna t 
1249,2022-04-05 07:47:53+00:00,untuk informasi lebih lanjut jika berminat ikut audisinya silahkan isi form di bawah ini 
1250,2022-04-05 07:47:46+00:00,mau nguli buat gajian minggu ini nanti see you wib veela lagi live 
1251,2022-04-05 07:35:52+00:00,ngobrol yok bareng kita bersama tamu kesayangan kalian vtuberid rasumaid 
1252,2022-04-05 06:56:47+00:00,haee gais kalian gabut siang siang yuk join ke live kak jo mari menguli sambil nunggu berbuka 
1253,2022-04-05 06:52:46+00:00,official art april sudah tersedia ya redoers biar makin wangy suasana bulan ramadan berasa ngabuburit bareng di ma 
1254,2022-04-05 06:37:38+00:00,let s help vall to reach subscribers yuk mampir buat yg belum vtubersen 
1255,2022-04-05 06:33:08+00:00,jadwal jadwalan yang bisa banget berubah kalo mendadak bimbingan revisi theodolive theodolydd vtuberid 
1256,2022-04-05 06:26:24+00:00, mengaji lanjut ngaji ya ke juz semoga puasa kita mendapatkan berkah amiiin date april time 
1257,2022-04-05 06:24:41+00:00,sabtu fotoin makanan buka puasa kalian dong boleh kirim foto makanan khas ramadhan dari daerah kalian juga lho k 
1258,2022-04-05 06:24:41+00:00,jumat collab voice act di streamnya senpai link menyusul kalian bisa request lewat gform berikut y 
1259,2022-04-05 05:54:34+00:00,p apepe mobel with start wib vtuber vtuberuprising 
1260,2022-04-05 05:06:02+00:00,siang semua gimana udh pada tepar btw aku upload shorts nihh vtuber vtuberuprising vtuberdebut vtuberid 
1261,2022-04-05 03:54:07+00:00,let s drawing yuki chaan sambil ngabuburit owo link vtuberid vtuberen virtualyoutuber 
1262,2022-04-05 03:34:26+00:00,punggung andi encoog jangan lupa mampir ke channel shinichi id link clip andiadinata 
1263,2022-04-05 03:31:24+00:00,kostum baru andi makin badas atau makin kawaii jangan lupa mampir ke channel shinichi id link clip 
1264,2022-04-05 03:24:57+00:00,apakah kaela benar benar penguin jangan lupa mampir ke channel shinichi id link clip 
1265,2022-04-05 02:30:00+00:00,hewoooo agrarian can t believe i make this ramadhan adalah bulan berkah yang artinya bulan penuh stream zizan 
1266,2022-04-05 02:15:02+00:00, ssalamu allaikum semuanya ini kisah seorang gadis yang muncul dari cahaya bulan ia ditugaskan kebumi untuk se 
1267,2022-04-05 01:28:21+00:00,schedule buat minggu ini jangan lupa mampir ya waiting room bakal diupdate pagi siang atau di hari streamnya ja 
1268,2022-04-05 01:02:51+00:00, lanjuttt vtuber vtubers vtuberid vtuberclips gamer youtuber gaming racing 
1269,2022-04-05 00:44:30+00:00, streaming dadakan curhatt april wib gmt kyulive 
1270,2022-04-04 23:59:57+00:00,pagiii ceman ceman tips biar puasa kamu gak gampang batal fyp fyp askargreshaqi askartips indievtuber 
1271,2022-04-04 23:38:53+00:00,ohaion o o today is my bday will you celebrate it with me tonight bday stream link 
1272,2022-04-04 20:48:30+00:00,assalamualaikum wr wb yuk cek update konten terbaru hidayat hehee vtuber vtubers 
1273,2022-04-04 20:43:41+00:00,assalamualaikum wr wb yuk cek update konten terbaru hidayat hehee vtuber vtubers 
1274,2022-04-04 20:29:11+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem 
1275,2022-04-04 16:43:16+00:00,ikutan trend nya aoikakitsuna vtuberid 
1276,2022-04-04 15:50:48+00:00,jadwal minggu ini yeessssss strheam alterly vtuberid vtuber 
1277,2022-04-04 14:54:35+00:00,yuk jangan lupa mampir di kotoba station ada kak joana dan di twitch ada nenek ryouko yang lagi live lesgoww ry 
1278,2022-04-04 14:12:28+00:00,selamat malam selamat beristirahat sekarang coco sedang main the outer worlds semoga bisa menemani waktu tidur ka 
1279,2022-04-04 14:07:00+00:00,ini aja masih nguli buat ayato eh ditambah lembur nguli lagi genshinimpact kamisatoayato vtuber vtuberid 
1280,2022-04-04 13:53:13+00:00, ayok sampe sahur gan vtuberuprising vtuber vtuberid 
1281,2022-04-04 13:34:27+00:00,schedule april april note waktu dapat berubah tanpa pemberitahuan sebelumnya hidrora ralive 
1282,2022-04-04 13:18:04+00:00, masih ada t shirt untuk gen snowdrop heli leone dan louise masih buka preorder loh buruan tanggal 
1283,2022-04-04 13:15:04+00:00, celebration selamat ramadhan h m segenap management staff admin dan talent dari reality team men 
1284,2022-04-04 13:14:31+00:00,yacharoo miracle kayanya udah lama aja gak ada weekly schedule live stream apa nih yang kalian tunggu tunggu 
1285,2022-04-04 12:56:51+00:00,selamat malam gimana kabarnya sekarang coco sedang main star wars jedi fallen order semoga bisa menemani kegiatan 
1286,2022-04-04 12:53:40+00:00,minecraft ngegabut bareng di minecraft ardha vtuber vtuberid vtuberindonesia 
1287,2022-04-04 11:11:15+00:00,buka hati untuk chloe clip pawapulive vtuber vtubers vtuberid vtuber 
1288,2022-04-04 10:45:27+00:00,re debut soon hayooo pada penasaran kaann ditunggu yaaa teman temaann vtuber 
1289,2022-04-04 10:39:13+00:00,alhamdulillah otra sankyu yang sudah mampir sankyu juga sudah like selesai juga juz ke besok lanjut lagi 
1290,2022-04-04 10:29:09+00:00,hi perkenalkan aku hanaeri ghina biasanya dipanggil ghina gadis introvert ini sedang berusaha untuk mencari teman 
1291,2022-04-04 10:28:33+00:00,yooshhhh besok siang futsu main bensin liat tempat baru amp jemput ayang waiting room 
1292,2022-04-04 09:35:48+00:00,new clip published cara cepat belajar aksen bri ish can you do this tongue twister vtuberid idvtuber 
1293,2022-04-04 09:34:26+00:00,selamat sore gimana kabarnya sekarang coco sedang main stumble guys semoga bisa menemani ngabuburit kamu 
1294,2022-04-04 09:05:48+00:00,yang ber uang akan selalu kalah dengan yang bikin nyaman link wawanchandrawirata 
1295,2022-04-04 08:54:07+00:00,pingin tau budaya puasa di dunia manusia sharing cerita puasa kalian wib gmt 
1296,2022-04-04 08:49:33+00:00, mengaji juz lanjut juz sambil menunggu berbuka puasa kita sambil mengaji ya biar dapat ridho dari allah swt 
1297,2022-04-04 08:43:03+00:00,kondamang sebelum berbuka puasa gue mau ngasih sebuah info ayo join bstationnya skalla horisont lo bisa dapetin 
1298,2022-04-04 08:26:00+00:00,video baru udah ada di youtube vall silahkan mampir ya link hidup seperti jerry tom amp jerry chase vtuber in 
1299,2022-04-04 08:15:17+00:00,yuk yang kemarin nunggu jm shanday bisa langsung ke youtube kak jo kalian bisa curhat curhat cerita kirim salam 
1300,2022-04-04 08:07:15+00:00, nachieved karaoke atihan nyanyi biar jadi aidoru jam wib utc wr 
1301,2022-04-04 07:55:42+00:00,assalamualaikum semuanya gimana puasa kalian dihari ke masih semangat kan karena sudah melebihi retwee 
1302,2022-04-04 07:54:03+00:00,yoki menyesal vtuber vtuberid vtuberindonesia 
1303,2022-04-04 07:53:14+00:00,konnichinoon darling pluviophile tachi siang menuju sore yang puasa masih aman kan semangat ya seiso i 
1304,2022-04-04 07:51:39+00:00, newsletter untuk yang subscribe ke newsletter mingguan saya kalian sudah bisa mengecek inbo kalian masing masi 
1305,2022-04-04 07:22:54+00:00, reetalk ell me your monday april gmt sekarang curhat pakai form yaa nanti kachi lampirin 
1306,2022-04-04 07:13:33+00:00,saya ingin belajar bahasa indonesia tetapi apakah anda memiliki cara yang disarankan untuk mempelajarinya idvtuber vtuberid 
1307,2022-04-04 07:10:45+00:00,tips biar puasa kamu gak gampang batal askargreshaqi askartips indievtuber niatdarihati vtuberid 
1308,2022-04-04 06:44:21+00:00,semangat puasa nya awas kalau alasan ngampus malah belok ke warung bakso cak wawan commish art by 
1309,2022-04-04 06:44:13+00:00,cara cepat belajar aksen bri ish vtuberid vtuberindonesia 
1310,2022-04-04 06:34:33+00:00,pengumuman buat warga kingdom ryo balik stream lagi buat nemenin ramadhan antum sekalian kali ini edisi bubaryo 
1311,2022-04-04 06:29:24+00:00,ayu kita membangun rumah tangga bersama apr gmt jst waiting room 
1312,2022-04-04 06:22:27+00:00,berpacu dalam melodi link musedash rasumaid vtuberid 
1313,2022-04-04 04:57:27+00:00,mau menjelajah maps chasm di genshin impact ahh vtubers vtuber vtuberindonesia vtuberid genshinimpact 
1314,2022-04-04 04:24:49+00:00,i will do subhaton tonite for celebrate affiliate on twich and maybe face reveal 
1315,2022-04-04 04:05:31+00:00,party kitaa rekkk tahun ini udah k yeyyy party hari ini jam buat yang mo tanya atau ngasih ucap 
1316,2022-04-04 04:04:58+00:00,nanti malam streaming lagi kemarin nyoba gartic terus katanya jadi kepengen lagi senin jam 
1317,2022-04-04 03:18:58+00:00,ga tau kucing poi link clip vtuberid mengbukber 
1318,2022-04-04 03:17:39+00:00,yahho minna malam ini kuma bakal ngadain birthday stream lhoo gt lt mwheheheh jangan lupa pada dateng yahh haven 
1319,2022-04-04 00:58:07+00:00,selamat pagi akhirnya april ngga berasa udah tahun jangan lupa malam ini ada special stream live you 
1320,2022-04-04 00:20:02+00:00, subs kyk ying and yang btw belum subs bantu subs dnk oayo dro hidrora vtuberid 
1321,2022-04-03 22:54:34+00:00,donathon sahur apa kalian hari ini episode vtuber vtuberid vtuberindonesia 
1322,2022-04-03 21:05:51+00:00,gaees gaeeesss monchi mau kenalin alya ke kalian dan minta bantuan ke kalian buat retweet gt lt jangan lupa 
1323,2022-04-03 20:53:26+00:00,hallo guys ku upload vidio nihh main bareng sama kalo kalian pingin tau kita ngapain bisa check dis 
1324,2022-04-03 20:45:48+00:00,sebel ga sih lu capek nyanyi jam tapi videonya ke block gegara kopikanan sedikit clip dari stream karaoke kem 
1325,2022-04-03 20:38:20+00:00, assalamualaikum halo semuanya namaku alya syakira aku seorang gadis yang jatuh kedunia virtual saat ada caha 
1326,2022-04-03 20:32:24+00:00,selamat pagi selamat berpuasa bagi yang menjalankannya sekarang coco sedang main genshin impact semoga bisa menem 
1327,2022-04-03 20:24:49+00:00,sahur guys ini jadwalku buat minggu ini general kazehayaren fanart renimagine live kazehayarenlive clip 
1328,2022-04-03 17:44:19+00:00,hbd to me vtuberid fanart 
1329,2022-04-03 15:30:33+00:00,selamat malam selamat beristirahat sekarang coco sedang main the outer worlds semoga bisa menemani waktu tidur ka 
1330,2022-04-03 15:20:16+00:00,sepi gak ada yang mau like atau komen tweet ku gachaclub vtuberid indonesia gachatuber gacha 
1331,2022-04-03 15:05:02+00:00,malam semuanyaa ini stream schedule untuk minggu depan maybe some guerilla stream menjelang berbuka dan menjela 
1332,2022-04-03 14:58:24+00:00,alhamdulillah baru debut maluuu duh check ya tema teman vtuber vtuberdebut 
1333,2022-04-03 14:57:31+00:00,alhamdulillah baru debut maluuu duh check ya tema teman vtuber vtuberdebut 
1334,2022-04-03 14:49:01+00:00,yuk bunvnv zombie untuk ngilangin emosi gara gara the mimic kemarin link bersama 
1335,2022-04-03 14:29:27+00:00,udah lama lho zizan ga main genshin jadi nanti sahur mau jalan jalan di teyvat nungguin waifu baru yang belum munc 
1336,2022-04-03 14:27:27+00:00,assalamualaikum wr wb gimana puasa hari pertama kalian sahabat udah pada shalat tarawih belum hehee 
1337,2022-04-03 13:53:49+00:00,hai semua kenalin aku ishiguro kurumi vtuber indonesia ga niat voice actor kalian bisa panggil aku kurumi 
1338,2022-04-03 13:23:36+00:00,selamat malam gimana kabarnya sekarang coco sedang main stumble guys semoga bisa menemani malam mu 
1339,2022-04-03 13:05:00+00:00,nya nya vtuber vtuberuprising vtuberid tiktok tiktokviral 
1340,2022-04-03 12:15:35+00:00,malem ini aku mau marathon game god eater resurrection greget banget kalah mulu dr kemaren semangatin dong 
1341,2022-04-03 11:50:36+00:00,wadow gara gara live pritalk tadi pagi subs naik terimakasih kepada para pelanggan yang sudah subs selama ini 
1342,2022-04-03 11:39:16+00:00,malam ini lho jangan lupa debut pertama jam malam waiting room 
1343,2022-04-03 11:26:07+00:00,jadwal livestream malam ini gmt apeegends aruraibu tnmwin 
1344,2022-04-03 11:23:48+00:00,today stream donathon vft 
1345,2022-04-03 11:11:40+00:00,selamat berbuka puasa para hoshifamily hoshinnara vtuberid vtuber puasa ramadhan 
1346,2022-04-03 10:58:38+00:00,alhamdulillah juz selesai besok gw lanjut bacanya sankyu untuk yang sudah mampir maaf bacaan gw masih terbatah 
1347,2022-04-03 10:32:39+00:00,menyambut ramadhan dengan sepenuh hati menjalankan dengan hati yang suci dan jadikan ramadhan yang berseri sel 
1348,2022-04-03 10:11:43+00:00,oh ya sebelum keburu dah buka puasa gue mau ngucapin selamat menunaikan ibadah puasa buat yang menjalankannya 
